"_id","basisOfRecord","catalogNumber","class","collectionCode","datasetID","dynamicProperties","family","genus","higherClassification","individualCount","institutionCode","kingdom","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","phylum","scientificName","specificEpithet"
"9536591","Occurrence","S/1952.2.789","Aves","ZOO","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1643985030000, ""subDepartment"": ""LS Birds"", ""registrationCode"": ""AVEA"", ""kindOfObject"": ""Skeleton"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sir Hans Sloane"", ""determinationNames"": ""Ceratogymna elata""}","Bucerotidae","Ceratogymna","Animalia; Chordata; Vertebrata; Aves; Bucerotiformes; Bucerotidae","1","NHMUK","Animalia","1643986144000","bfe40736-99df-4432-83ea-fe58707be2bb","present","Bucerotiformes","NHMUK:ecatalogue:9536591","Chordata","Ceratogymna elata","elata"
