"_id","basisOfRecord","catalogNumber","class","collectionCode","continent","country","datasetID","dynamicProperties","family","genus","higherClassification","higherGeography","individualCount","infraspecificEpithet","institutionCode","kingdom","locality","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","phylum","recordedBy","scientificName","scientificNameAuthorship","specificEpithet","subgenus","typeStatus","year"
"9266947","Occurrence","20201056","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611592396000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Turritella duplicata (Linnaeus,1758)""}","","Turritella","Mollusca","","1","","NHMUK","","","1612301846000","7a263d96-9e2b-4dd2-9817-44892410b572","present","","NHMUK:ecatalogue:9266947","Mollusca","","Turritella duplicata (Linnaeus,1758)","(Linnaeus,1758)","duplicata","","",""
"9266971","Occurrence","20201078","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611593922000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Natica sp.""}","","Natica","Mollusca","","1","","NHMUK","","","1612303637000","62a1238d-0bd5-476f-965a-28d96232dd60","present","","NHMUK:ecatalogue:9266971","Mollusca","","Natica sp.","","sp.","","",""
"9267118","Occurrence","20201143","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611745214000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Fasciolaria trapezium (Linnaeus, 1758)""}","","Fasciolaria","Mollusca","","1","","NHMUK","","","1612301845000","a4062f88-a9aa-4f41-9122-7f4c0c32ffee","present","","NHMUK:ecatalogue:9267118","Mollusca","","Fasciolaria trapezium (Linnaeus, 1758)","(Linnaeus, 1758)","trapezium","","",""
"9267129","Occurrence","20201150","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611745512000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Natica fulminea (Gmelin, 1791)""}","","Natica","Animalia; Mollusca","","7","","NHMUK","Animalia","","1612301846000","cb3e176a-c275-4823-8678-c3133c75295f","present","","NHMUK:ecatalogue:9267129","Mollusca","","Natica fulminea (Gmelin, 1791)","(Gmelin, 1791)","fulminea","","",""
"9267135","Occurrence","20201154","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611745636000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus figulinus Linnaeus,1758""}","","Conus","Mollusca","","1","","NHMUK","","","1612297264000","6f0fbd85-87c3-4c0e-b547-50ed75e99536","present","","NHMUK:ecatalogue:9267135","Mollusca","","Conus figulinus Linnaeus,1758","Linnaeus,1758","figulinus","","",""
"9267335","Occurrence","20201265","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611760627000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus sp.""}","Conidae","Conus","Animalia; Mollusca; Gastropoda; Orthogastropoda; Apogastropoda; Caenogastropoda; Neogastropoda; Conidae","","1","","NHMUK","Animalia","","1612303634000","316d6a33-22c4-4dec-891a-82ecbaca688f","present","Apogastropoda","NHMUK:ecatalogue:9267335","Mollusca","","Conus sp.","","sp.","","","1951"
"9267349","Occurrence","20201277","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611761009000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus sp.""}","Conidae","Conus","Animalia; Mollusca; Gastropoda; Orthogastropoda; Apogastropoda; Caenogastropoda; Neogastropoda; Conidae","","1","","NHMUK","Animalia","","1612303635000","f3c3e3b0-b5b3-42c3-a127-14c247c68d2d","present","Apogastropoda","NHMUK:ecatalogue:9267349","Mollusca","","Conus sp.","","sp.","","","1951"
"9267379","Occurrence","20201305","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611762355000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Voluta ancilla Lightfoot, 1786""}","Volutidae","Voluta","Animalia; Mollusca; Gastropoda; Volutidae","","1","","NHMUK","Animalia","","1612303635000","6b801b05-460a-4c0e-88ee-6773b6e38b8a","present","","NHMUK:ecatalogue:9267379","Mollusca","","Voluta ancilla Lightfoot, 1786","Lightfoot, 1786","ancilla","","","1951"
"9267396","Occurrence","20201320","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611763199000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Turbinella pyrum (Linnaeus, 1767)""}","","Turbinella","Mollusca","","1","","NHMUK","","","1612303635000","2a237b6b-17ba-4050-999b-282151c83ba7","present","","NHMUK:ecatalogue:9267396","Mollusca","","Turbinella pyrum (Linnaeus, 1767)","(Linnaeus, 1767)","pyrum","","","1951"
"9267278","Occurrence","20201226","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758601000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Natica cancellata Swainson, 1840""}","","Natica","Animalia; Mollusca","","1","","NHMUK","Animalia","","1612303641000","2e2cb03c-f6fa-478e-8c64-dab4ce617884","present","","NHMUK:ecatalogue:9267278","Mollusca","","Natica cancellata Swainson, 1840","Swainson, 1840","cancellata","","",""
"9267295","Occurrence","20201241","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758855000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus granulatus Linnaeus, 1758""}","","Conus","Mollusca","","1","","NHMUK","","","1612303641000","2dff971b-b3d6-4c35-9696-62802b9bdb33","present","","NHMUK:ecatalogue:9267295","Mollusca","","Conus granulatus Linnaeus, 1758","Linnaeus, 1758","granulatus","","",""
"9267299","Occurrence","20201245","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758909000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus ceylanensis Hwass, 1792""}","","Conus","","","1","","NHMUK","","","1612303642000","e36d6627-7aed-4b37-b98c-9895d7a862af","present","","NHMUK:ecatalogue:9267299","","","Conus ceylanensis Hwass, 1792","Hwass, 1792","ceylanensis","","",""
"9267307","Occurrence","20201246","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611759669000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus pulicarius Hwass, 1792""}","","Conus","Mollusca","","1","","NHMUK","","","1612303642000","4e8e21ea-80f5-49a5-9cfb-927ebca457b0","present","","NHMUK:ecatalogue:9267307","Mollusca","","Conus pulicarius Hwass, 1792","Hwass, 1792","pulicarius","","",""
"9267309","Occurrence","20201247","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611759707000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus prometheus Hwass, 1792""}","","Conus","","","1","","NHMUK","","","1612303642000","ca20b9c3-a1b7-41fc-9792-7118b7078cbd","present","","NHMUK:ecatalogue:9267309","","","Conus prometheus Hwass, 1792","Hwass, 1792","prometheus","","",""
"9267312","Occurrence","20201249","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611759742000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Fulgur sp.""}","","Fulgur","Mollusca","","1","","NHMUK","","","1612303642000","9644d98e-a647-4368-bcc2-dd08a843178e","present","","NHMUK:ecatalogue:9267312","Mollusca","","Fulgur sp.","","sp.","","",""
"9267156","Occurrence","20201173","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611746923000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Harpa sp.""}","","Harpa","Mollusca","","1","","NHMUK","","","1612303643000","866d7cbe-5cf1-418d-b4dd-d1ce3647ed7d","present","","NHMUK:ecatalogue:9267156","Mollusca","","Harpa sp.","","sp.","","",""
"9267321","Occurrence","20201256","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611759875000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus betulinus Linnaeus, 1758""}","","Conus","Mollusca","","1","","NHMUK","","","1612303644000","2502b664-a486-462a-9509-856fc23a1bcc","present","","NHMUK:ecatalogue:9267321","Mollusca","","Conus betulinus Linnaeus, 1758","Linnaeus, 1758","betulinus","","",""
"9267354","Occurrence","20201281","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611761153000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus genuanus Linnaeus, 1758""}","","Conus","Mollusca","","1","","NHMUK","","","1612303645000","57c02579-faba-444e-87f4-51ed19056345","present","","NHMUK:ecatalogue:9267354","Mollusca","","Conus genuanus Linnaeus, 1758","Linnaeus, 1758","genuanus","","","1951"
"9267357","Occurrence","20201284","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611761229000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Dolium perdix (Linnaeus, 1758)""}","","Dolium","Mollusca","","3","","NHMUK","","","1612303645000","6f1ece80-d9bb-4972-be32-0d17c5e0ac0c","present","","NHMUK:ecatalogue:9267357","Mollusca","","Dolium perdix (Linnaeus, 1758)","(Linnaeus, 1758)","perdix","","","1951"
"9267369","Occurrence","20201295","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611762189000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Nucella sp.""}","","Nucella","","","2","","NHMUK","","","1612303646000","7976e54a-5eb3-4256-8394-29b9ff157fd6","present","","NHMUK:ecatalogue:9267369","","","Nucella sp.","","sp.","","","1951"
"9267378","Occurrence","20201304","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611762337000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Fissurella picta (Gmelin, 1791 )""}","","Fissurella","Mollusca","","1","","NHMUK","","","1612303646000","3adf6218-bb3b-4be0-a669-4186bc19efdd","present","","NHMUK:ecatalogue:9267378","Mollusca","","Fissurella picta (Gmelin, 1791 )","(Gmelin, 1791 )","picta","","","1951"
"8091818","Occurrence","20201113","","ZOO","North America","Bahamas","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1501167574000, ""gbifID"": ""1826341510"", ""barcode"": ""011478827"", ""subDepartment"": ""LS Mollusca"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Fasciolaria tulipa (Linnaeus,1758)"", ""associatedMediaCount"": 1}","","Fasciolaria","Mollusca","North America; Bahamas","1","","NHMUK","","Bahamas.","1612303638000","23b38b18-0f42-4d77-9c09-8f09b1355c71","present","","NHMUK:ecatalogue:8091818","Mollusca","Mark Catesby","Fasciolaria tulipa (Linnaeus,1758)","(Linnaeus,1758)","tulipa","","",""
"9264417","Occurrence","20200957","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610376296000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Distorsio reticularis (Linnaeus, 1758)""}","","Distorsio","Mollusca","","1","","NHMUK","","","1612297262000","821cdc41-8c9f-47e1-a7dd-e811381b03bf","present","","NHMUK:ecatalogue:9264417","Mollusca","","Distorsio reticularis (Linnaeus, 1758)","(Linnaeus, 1758)","reticularis","","",""
"9264421","Occurrence","20200961","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610376429000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Ommastrephes sloanii Gray, 1849""}","","Ommastrephes","","","1","","NHMUK","","","1612301804000","47eaf7aa-844c-418c-8d45-ba9a23281545","present","","NHMUK:ecatalogue:9264421","","","Ommastrephes sloanii Gray, 1849","Gray, 1849","sloanii","","",""
"9264449","Occurrence","20200989","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610377268000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Turbo argyrostomus Linnaeus, 1758""}","","Turbo","","","1","","NHMUK","","","1612301847000","b979278a-575f-4aaf-8708-ae65bd7c53b9","present","","NHMUK:ecatalogue:9264449","","","Turbo argyrostomus Linnaeus, 1758","Linnaeus, 1758","argyrostomus","","",""
"9266899","Occurrence","20201007","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611588550000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus sp.""}","Conidae","Conus","Animalia; Mollusca; Gastropoda; Orthogastropoda; Apogastropoda; Caenogastropoda; Neogastropoda; Conidae","","1","","NHMUK","Animalia","","1612303636000","efbb846e-0718-4f6a-8d93-d6f4c97821b2","present","Apogastropoda","NHMUK:ecatalogue:9266899","Mollusca","","Conus sp.","","sp.","","",""
"9266921","Occurrence","20201031","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611589743000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Helix aspersa M\u00fcller, 1774""}","Helicidae","Helix","Animalia; Mollusca; Gastropoda; Stylommatophora; Helicidae","","1","","NHMUK","Animalia","","1612303636000","9e131cd7-dd06-45b5-989d-6960b456db10","present","Stylommatophora","NHMUK:ecatalogue:9266921","Mollusca","","Helix aspersa Müller, 1774","Müller, 1774","aspersa","","",""
"9266936","Occurrence","20201044","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611591752000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Haliotis rosacea Reeve, 1846""}","","Haliotis","","","2","","NHMUK","","","1612301845000","95715096-92a3-4c4a-bba8-619af7a93040","present","","NHMUK:ecatalogue:9266936","","","Haliotis rosacea Reeve, 1846","Reeve, 1846","rosacea","","",""
"9266948","Occurrence","20201054","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611592443000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Turritella terebra (Linnaeus,1758)""}","","Turritella","Mollusca","","10","","NHMUK","","","1612301846000","d1dcbee7-5139-4ee5-9408-17719b052b27","present","","NHMUK:ecatalogue:9266948","Mollusca","","Turritella terebra (Linnaeus,1758)","(Linnaeus,1758)","terebra","","",""
"9267026","Occurrence","20201106","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670761000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus litteratus Linnaeus, 1758""}","","Conus","Mollusca","","1","","NHMUK","","","1612303638000","75eea3d1-996b-4f00-9b47-1e0fa016e3d1","present","","NHMUK:ecatalogue:9267026","Mollusca","","Conus litteratus Linnaeus, 1758","Linnaeus, 1758","litteratus","","",""
"9267027","Occurrence","20201107","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670777000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus pennaceus Born, 1778""}","","Conus","Mollusca","","1","","NHMUK","","","1612303638000","dac5697c-b17b-4c20-8d4b-8c69dee99771","present","","NHMUK:ecatalogue:9267027","Mollusca","","Conus pennaceus Born, 1778","Born, 1778","pennaceus","","",""
"9267030","Occurrence","20201110","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670823000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus nussatella Linnaeus, 1758""}","","Conus","Mollusca","","3","","NHMUK","","","1612303638000","eb9c2c32-4143-4247-b523-85227b08b2bf","present","","NHMUK:ecatalogue:9267030","Mollusca","","Conus nussatella Linnaeus, 1758","Linnaeus, 1758","nussatella","","",""
"9267033","Occurrence","20201114","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611671692000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Natica sp.""}","","Natica","Mollusca","","1","","NHMUK","","","1612303638000","f1a3b6de-6df9-461d-a1c1-08c7af82fbf0","present","","NHMUK:ecatalogue:9267033","Mollusca","","Natica sp.","","sp.","","",""
"9267047","Occurrence","20201128","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611672065000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Natica millepunctata Lamarck, 1822""}","","Natica","","","1","","NHMUK","","","1612303639000","1f9312aa-ef15-484d-96a8-cb9cfcbcb614","present","","NHMUK:ecatalogue:9267047","","","Natica millepunctata Lamarck, 1822","Lamarck, 1822","millepunctata","","",""
"9267053","Occurrence","20201133","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611672545000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Nerita polita Linnaeus, 1758""}","","Nerita","Mollusca","","1","","NHMUK","","","1612303639000","b72b79e7-24c8-4ce4-a0f3-b39508546dfe","present","","NHMUK:ecatalogue:9267053","Mollusca","","Nerita polita Linnaeus, 1758","Linnaeus, 1758","polita","","",""
"9267054","Occurrence","20201134","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611672571000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Neverita sp.""}","","Neverita","","","1","","NHMUK","","","1612303639000","248de667-f2d8-404a-8750-08d997486fa9","present","","NHMUK:ecatalogue:9267054","","","Neverita sp.","","sp.","","",""
"9267124","Occurrence","20201148","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611745393000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Natica sp.""}","","Natica","Mollusca","","1","","NHMUK","","","1612301846000","a9aabd0b-1c31-4d8d-9b3e-397a35202448","present","","NHMUK:ecatalogue:9267124","Mollusca","","Natica sp.","","sp.","","",""
"9267346","Occurrence","20201274","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611760968000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus sp.""}","Conidae","Conus","Animalia; Mollusca; Gastropoda; Orthogastropoda; Apogastropoda; Caenogastropoda; Neogastropoda; Conidae","","1","","NHMUK","Animalia","","1612303634000","3da0674e-0252-4c94-ae75-4052434d0448","present","Apogastropoda","NHMUK:ecatalogue:9267346","Mollusca","","Conus sp.","","sp.","","","1951"
"9267284","Occurrence","20201231","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758696000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus stercusmuscarum Linnaeus, 1758""}","","Conus","Mollusca","","1","","NHMUK","","","1612303641000","70188bf7-d3db-438c-9925-239ce6c38e8c","present","","NHMUK:ecatalogue:9267284","Mollusca","","Conus stercusmuscarum Linnaeus, 1758","Linnaeus, 1758","stercusmuscarum","","",""
"9267288","Occurrence","20201234","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758746000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus sp.""}","Conidae","Conus","Animalia; Mollusca; Gastropoda; Orthogastropoda; Apogastropoda; Caenogastropoda; Neogastropoda; Conidae","","1","","NHMUK","Animalia","","1612303641000","6b888bf7-99b1-4579-abfb-2d926bea3450","present","Apogastropoda","NHMUK:ecatalogue:9267288","Mollusca","","Conus sp.","","sp.","","",""
"9267289","Occurrence","20201235","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758763000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus testudinarius Hwass, 1792""}","","Conus","Animalia; Mollusca","","1","","NHMUK","Animalia","","1612303641000","53714f6f-140c-4297-ba9e-3f10018172a2","present","","NHMUK:ecatalogue:9267289","Mollusca","","Conus testudinarius Hwass, 1792","Hwass, 1792","testudinarius","","",""
"9267293","Occurrence","20201239","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758821000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus capitaneus Linnaeus, 1758""}","","Conus","Mollusca","","1","","NHMUK","","","1612303641000","a5778f56-db4c-44d6-9df3-4a119955fed2","present","","NHMUK:ecatalogue:9267293","Mollusca","","Conus capitaneus Linnaeus, 1758","Linnaeus, 1758","capitaneus","","",""
"9267173","Occurrence","20201189","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747349000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Lotoria lotoria (Linnaeus, 1758)""}","Cymatiidae","Lotoria","Animalia; Mollusca; Gastropoda; Littorinimorpha; Cymatiidae","","2","","NHMUK","Animalia","","1612303643000","58488fc2-f0da-4900-afdc-384fca1bbc6b","present","Littorinimorpha","NHMUK:ecatalogue:9267173","Mollusca","","Lotoria lotoria (Linnaeus, 1758)","(Linnaeus, 1758)","lotoria","","",""
"9267180","Occurrence","20201194","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747576000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Neptunea despecta (Linnaeus, 1758)""}","","Neptunea","","","1","","NHMUK","","","1612303644000","88f62724-dae8-4d85-a778-0f6a5ef4b922","present","","NHMUK:ecatalogue:9267180","","","Neptunea despecta (Linnaeus, 1758)","(Linnaeus, 1758)","despecta","","",""
