"_id","basisOfRecord","catalogNumber","class","collectionCode","continent","country","datasetID","dynamicProperties","family","genus","higherClassification","higherGeography","individualCount","infraspecificEpithet","institutionCode","kingdom","locality","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","phylum","recordedBy","scientificName","scientificNameAuthorship","specificEpithet","subgenus","typeStatus","year"
"9266974","Occurrence","20201081","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611593976000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Melo aethiopicus (Linnaeus,1758)""}","","Melo","Mollusca","","2","","NHMUK","","","1612302351000","6bb12153-0fa5-4858-a2ee-a6effd17a166","present","","NHMUK:ecatalogue:9266974","Mollusca","","Melo aethiopicus (Linnaeus,1758)","(Linnaeus,1758)","aethiopicus","","",""
"9266976","Occurrence","20201083","Bivalvia","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611594029000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Arca trapezia Deshayes, 1839""}","Arcidae","Arca","Animalia; Mollusca; Bivalvia; Arcidae","","1","","NHMUK","Animalia","","1612301844000","a3d48e03-7ba3-4bef-a3c2-d4a783012a74","present","","NHMUK:ecatalogue:9266976","Mollusca","","Arca trapezia Deshayes, 1839","Deshayes, 1839","trapezia","","",""
"9267009","Occurrence","20201088","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611669637000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Arca bistrigata Dunker, 1866""}","","Arca","","","1","","NHMUK","","","1612301846000","d3613582-f243-414b-b102-6f4985ef0495","present","","NHMUK:ecatalogue:9267009","","","Arca bistrigata Dunker, 1866","Dunker, 1866","bistrigata","","",""
"9267013","Occurrence","20201092","Bivalvia","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670472000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Venus litterata Gmelin, 1791""}","","Venus","Animalia; Mollusca; Bivalvia","","1","","NHMUK","Animalia","","1612297264000","9f587366-bca8-4505-83f6-7ec0eafa8965","present","","NHMUK:ecatalogue:9267013","Mollusca","","Venus litterata Gmelin, 1791","Gmelin, 1791","litterata","","",""
"9267022","Occurrence","20201102","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670703000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Voluta musica Linnaeus, 1758""}","","Voluta","Mollusca","","4","","NHMUK","","","1612303638000","dfe1a0aa-3775-476a-8f97-9226c4d5981f","present","","NHMUK:ecatalogue:9267022","Mollusca","","Voluta musica Linnaeus, 1758","Linnaeus, 1758","musica","","",""
"9267032","Occurrence","20201112","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670855000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Fasciolaria distans Lamarck, 1822""}","","Fasciolaria","Mollusca","","1","","NHMUK","","","1612303638000","58d008a0-a23a-412c-a61b-15637000c7e0","present","","NHMUK:ecatalogue:9267032","Mollusca","","Fasciolaria distans Lamarck, 1822","Lamarck, 1822","distans","","",""
"9267040","Occurrence","20201121","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611671936000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Strombus aurisdianae Linnaeus, 1758""}","","Strombus","Mollusca","","1","","NHMUK","","","1612303639000","3090b4ea-918c-46d8-b59b-06dac153467c","present","","NHMUK:ecatalogue:9267040","Mollusca","","Strombus aurisdianae Linnaeus, 1758","Linnaeus, 1758","aurisdianae","","",""
"9267142","Occurrence","20201161","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611745998000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Ostrea frons (Linnaeus, 1758)""}","","Ostrea","Mollusca","","1","","NHMUK","","","1612303287000","80b701c9-31f7-4bd1-adbd-ae70fab888a5","present","","NHMUK:ecatalogue:9267142","Mollusca","","Ostrea frons (Linnaeus, 1758)","(Linnaeus, 1758)","frons","","",""
"9267143","Occurrence","20201162","Bivalvia","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611746015000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Unionidae Fleming, 1828""}","Unionidae","","Animalia; Mollusca; Bivalvia; Unionoida; Unionidae","","1","","NHMUK","Animalia","","1612303287000","a76e0449-62fb-403c-a022-ec63e25ca316","present","Unionoida","NHMUK:ecatalogue:9267143","Mollusca","","Unionidae Fleming, 1828","Fleming, 1828","","","",""
"9267331","Occurrence","20201262","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611760582000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Patella candei A.D.Orb., 1839""}","","Patella","Mollusca; Gastropoda","","2","","NHMUK","","","1612303634000","61100a98-98bf-49a3-8889-59094efe6bf7","present","","NHMUK:ecatalogue:9267331","Mollusca","","Patella candei A.D.Orb., 1839","A.D.Orb., 1839","candei","","","1951"
"9267371","Occurrence","20201297","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611762218000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Bursa rana (Linnaeus, 1758)""}","","Bursa","Mollusca","","2","","NHMUK","","","1612303635000","228f6fd5-4260-4c07-9180-cb7ba201f7dc","present","","NHMUK:ecatalogue:9267371","Mollusca","","Bursa rana (Linnaeus, 1758)","(Linnaeus, 1758)","rana","","","1951"
"9267136","Occurrence","20201155","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611745659000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Terebellum sp.""}","","Terebellum","Animalia; Mollusca; Gastropoda","","2","","NHMUK","Animalia","","1612303640000","37ccecec-7f62-476c-b6a8-e2bd6891ed4c","present","","NHMUK:ecatalogue:9267136","Mollusca","","Terebellum sp.","","sp.","","",""
"9267265","Occurrence","20201213","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611757859000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Polygyra albolabris""}","","Polygyra","","","1","","NHMUK","","","1612303640000","9141eebe-51f7-473f-8bdc-887c75ac56fc","present","","NHMUK:ecatalogue:9267265","","","Polygyra albolabris","","albolabris","","",""
"9267266","Occurrence","20201214","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611757876000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Pleurodonte patina (C.B.Adams, 1851)""}","","Pleurodonte","Animalia; Mollusca","","1","","NHMUK","Animalia","","1612303640000","d40bd903-6bc9-4c9a-90a9-8b5d446ef15c","present","","NHMUK:ecatalogue:9267266","Mollusca","","Pleurodonte patina (C.B.Adams, 1851)","(C.B.Adams, 1851)","patina","","",""
"9267275","Occurrence","20201223","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758555000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Patella barbara Linnaeus, 1758""}","","Patella","Mollusca","","2","","NHMUK","","","1612303641000","c753c7db-f191-4be3-af05-fa418e8d3acc","present","","NHMUK:ecatalogue:9267275","Mollusca","","Patella barbara Linnaeus, 1758","Linnaeus, 1758","barbara","","",""
"9267297","Occurrence","20201243","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758881000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Cypraea mauritiana Linnaeus, 1758""}","","Cypraea","Mollusca","","1","","NHMUK","","","1612303642000","27774c8f-65c5-41e4-a39a-eede83f12184","present","","NHMUK:ecatalogue:9267297","Mollusca","","Cypraea mauritiana Linnaeus, 1758","Linnaeus, 1758","mauritiana","","",""
"9267298","Occurrence","20201244","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758896000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612288776000","65920346-c621-4f03-8775-a20c719f5516","present","","NHMUK:ecatalogue:9267298","","","","","","","",""
"9267311","Occurrence","20201248","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611759724000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Pterocera rugosa Sowerby, 1842""}","","Pterocera","Mollusca","","1","","NHMUK","","","1612303642000","7910ffbf-b60e-4dbc-b2b0-6ef9fa9281a5","present","","NHMUK:ecatalogue:9267311","Mollusca","","Pterocera rugosa Sowerby, 1842","Sowerby, 1842","rugosa","","",""
"9267319","Occurrence","20201254","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611759848000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Strombus gibberulus Linnaeus, 1758""}","","Strombus","","","2","","NHMUK","","","1612303642000","aaafb2b3-b831-44d2-85e2-bf8d2a531b2e","present","","NHMUK:ecatalogue:9267319","","","Strombus gibberulus Linnaeus, 1758","Linnaeus, 1758","gibberulus","","",""
"9267149","Occurrence","20201167","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611746752000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Patella leucopleura Gmelin, 1791""}","Patellidae","Patella","Animalia; Mollusca; Gastropoda; Patellidae","","1","","NHMUK","Animalia","","1612303642000","ffb6ec8b-1e5a-4d87-83c4-fcd7f13fa9fe","present","","NHMUK:ecatalogue:9267149","Mollusca","","Patella leucopleura Gmelin, 1791","Gmelin, 1791","leucopleura","","",""
"9267151","Occurrence","20201168","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611746840000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Acmaea leucopleura (Gmelin, 1791)""}","Acmaeidae","Acmaea","Animalia; Mollusca; Gastropoda; Patellogastropoda; Acmaeidae","","1","","NHMUK","Animalia","","1612303642000","e0ebdadc-7e92-40fc-a44a-b95d4523dbe2","present","Patellogastropoda","NHMUK:ecatalogue:9267151","Mollusca","","Acmaea leucopleura (Gmelin, 1791)","(Gmelin, 1791)","leucopleura","","",""
"9267164","Occurrence","20201180","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747057000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Strombus epidromis Linnaeus, 1758""}","","Strombus","","","2","","NHMUK","","","1612303643000","43f1cb08-87b8-4a50-bdf1-51b64dbc9d61","present","","NHMUK:ecatalogue:9267164","","","Strombus epidromis Linnaeus, 1758","Linnaeus, 1758","epidromis","","",""
"9267192","Occurrence","20201204","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747867000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612291277000","07362f4f-63bf-44f2-a58f-2936390b32c6","present","","NHMUK:ecatalogue:9267192","","","","","","","",""
"9267195","Occurrence","20201205","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747882000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Astraea sp.""}","","Astraea","Animalia; Anthozoa","","1","","NHMUK","Animalia","","1612303644000","f9abad5f-4fb0-425c-8625-5fbb9de59535","present","","NHMUK:ecatalogue:9267195","Anthozoa","","Astraea sp.","","sp.","","",""
"9267320","Occurrence","20201255","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611759862000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Cymbium olla (Linnaeus, 1758)""}","","Cymbium","Mollusca","","1","","NHMUK","","","1612303644000","95dc2651-05cf-4a62-ac61-f6208493782f","present","","NHMUK:ecatalogue:9267320","Mollusca","","Cymbium olla (Linnaeus, 1758)","(Linnaeus, 1758)","olla","","",""
"9267322","Occurrence","20201257","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611759893000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Cerithium vulgatum Bruguiere, 1792""}","Cerithiidae","Cerithium","Mollusca; Gastropoda; Cerithiidae","","1","","NHMUK","","","1612303644000","26a67c68-60b8-45b8-8548-2ec4e887d063","present","","NHMUK:ecatalogue:9267322","Mollusca","","Cerithium vulgatum Bruguiere, 1792","Bruguiere, 1792","vulgatum","","",""
"9267326","Occurrence","20201260","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611760441000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612292194000","847b0aa0-87c0-4435-806c-3dd628f81142","present","","NHMUK:ecatalogue:9267326","","","","","","","","1951"
"9267355","Occurrence","20201282","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611761172000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex sp.""}","","Murex","","","1","","NHMUK","","","1612303645000","7bbbb479-24e5-48ec-b3c1-114f1d4b7286","present","","NHMUK:ecatalogue:9267355","","","Murex sp.","","sp.","","","1951"
"9267358","Occurrence","20201285","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611761243000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex cornutus Linnaeus, 1758""}","","Murex","","","2","","NHMUK","","","1612303645000","16348c13-9523-43f7-be23-ea8056c71b9b","present","","NHMUK:ecatalogue:9267358","","","Murex cornutus Linnaeus, 1758","Linnaeus, 1758","cornutus","","","1951"
"9267391","Occurrence","20201316","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611763090000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Pomacea urceus (M\u00fcller, 1774)""}","Ampullariidae","Pomacea","Mollusca; Gastropoda; Ampullariidae","","1","","NHMUK","","","1612303647000","6eed21b4-ca61-4274-b0ba-186dc0906264","present","","NHMUK:ecatalogue:9267391","Mollusca","","Pomacea urceus (Müller, 1774)","(Müller, 1774)","urceus","","","1951"
"9267394","Occurrence","20201318","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611763166000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Melo aethiopicus (Linnaeus,1758)""}","","Melo","Mollusca","","2","","NHMUK","","","1612303647000","34309d0b-3d8a-4b6d-aa9f-da3578aca0cc","present","","NHMUK:ecatalogue:9267394","Mollusca","","Melo aethiopicus (Linnaeus,1758)","(Linnaeus,1758)","aethiopicus","","","1951"
"9267401","Occurrence","20201325","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611763330000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Cassis abbreviata Lamarck, 1822""}","","Cassis","Animalia; Mollusca; Gastropoda","","1","","NHMUK","Animalia","","1612303647000","5564f1a7-1aa6-44ae-a9f5-471cc1d5090e","present","","NHMUK:ecatalogue:9267401","Mollusca","","Cassis abbreviata Lamarck, 1822","Lamarck, 1822","abbreviata","","","1951"
"9267405","Occurrence","20201329","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611763392000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Cerithium (Vertagus) sp.""}","","Cerithium","Animalia; Mollusca","","1","","NHMUK","Animalia","","1612303647000","bdde99e0-9719-4ff9-999f-48a2dac1713e","present","","NHMUK:ecatalogue:9267405","Mollusca","","Cerithium (Vertagus) sp.","","sp.","Vertagus","","1951"
"9267408","Occurrence","20201332","Bivalvia","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611763437000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Unionidae Fleming, 1828""}","Unionidae","","Animalia; Mollusca; Bivalvia; Unionoida; Unionidae","","1","","NHMUK","Animalia","","1612303648000","6822f386-749f-4d53-a218-a37ff0103e5d","present","Unionoida","NHMUK:ecatalogue:9267408","Mollusca","","Unionidae Fleming, 1828","Fleming, 1828","","","","1951"
"4313117","Occurrence","20201219","Bivalvia","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1413895925000, ""gbifID"": ""1056153329"", ""barcode"": ""011478821"", ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Arca helblingii Brugui\u00e8re, 1789"", ""associatedMediaCount"": 1}","Arcidae","Arca","Mollusca; Bivalvia; Arcidae","","1","","NHMUK","","Jamaica, Jamaica","1612303640000","a10b471d-49f8-4069-a68b-f81381c06145","present","","NHMUK:ecatalogue:4313117","Mollusca","","Arca helblingii Bruguière, 1789","Bruguière, 1789","helblingii","","",""
"8795825","Occurrence","20190559","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1555337277000, ""preservative"": ""80% I.M.S."", ""subDepartment"": ""LS Mollusca"", ""kindOfObject"": ""Specimen"", ""kindOfCollection"": ""wet"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Onchidium oniscoides de Blainville, 1816"", ""associatedMediaCount"": 2}","Onchidiidae","Onchidium","Animalia; Mollusca; Gastropoda; Onchidiidae","","2","","NHMUK","Animalia","","1612303558000","a8757135-3d72-4eea-a51c-f7afd33818eb","present","","NHMUK:ecatalogue:8795825","Mollusca","","Onchidium oniscoides de Blainville, 1816","de Blainville, 1816","oniscoides","","",""
"9264409","Occurrence","20200949","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610376018000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum""}","","","","","2","","NHMUK","","","1612297264000","24a3d461-5f22-4d2e-bef6-7b3ed373814a","present","","NHMUK:ecatalogue:9264409","","","","","","","",""
"9264412","Occurrence","20200952","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610376144000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612297264000","cafcb09c-cf94-4389-bf82-2eae034abc78","present","","NHMUK:ecatalogue:9264412","","","","","","","",""
"9264413","Occurrence","20200953","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610376170000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612288685000","a70237d3-cf8d-4199-8b4d-4b238d39d26d","present","","NHMUK:ecatalogue:9264413","","","","","","","",""
"9264416","Occurrence","20200956","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610376278000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex brandaris Linnaeus, 1758""}","","Murex","","","6","","NHMUK","","","1612297262000","68096b8f-d8f4-4775-a279-b94a2730651b","present","","NHMUK:ecatalogue:9264416","","","Murex brandaris Linnaeus, 1758","Linnaeus, 1758","brandaris","","",""
"9264420","Occurrence","20200960","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610376406000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum""}","","","","","2","","NHMUK","","","1612297262000","6b451d17-52df-4137-82c6-0599bf4e63cd","present","","NHMUK:ecatalogue:9264420","","","","","","","",""
"9264423","Occurrence","20200963","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610376729000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Telescopium telescopium (Linnaeus,1758)""}","","Telescopium","Mollusca","","1","","NHMUK","","","1612297262000","b7526d21-d122-4a6d-9446-206358f9812d","present","","NHMUK:ecatalogue:9264423","Mollusca","","Telescopium telescopium (Linnaeus,1758)","(Linnaeus,1758)","telescopium","","",""
"9264425","Occurrence","20200965","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610376767000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Charonia lampas (Linnaeus, 1758)""}","Ranellidae","Charonia","Mollusca; Gastropoda; Littorinimorpha; Ranellidae","","1","","NHMUK","","","1612301845000","27d6b163-3382-4ad1-bbdd-82f2cf396faf","present","Littorinimorpha","NHMUK:ecatalogue:9264425","Mollusca","","Charonia lampas (Linnaeus, 1758)","(Linnaeus, 1758)","lampas","","",""
"9264438","Occurrence","20200978","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610377001000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Pterocera rugosa Sowerby, 1842""}","","Pterocera","Mollusca","","1","","NHMUK","","","1612297263000","bd188d8f-e465-44a8-89c2-0f361384745a","present","","NHMUK:ecatalogue:9264438","Mollusca","","Pterocera rugosa Sowerby, 1842","Sowerby, 1842","rugosa","","",""
"9264445","Occurrence","20200985","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610377140000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex sp.""}","","Murex","","","1","","NHMUK","","","1612301804000","912976ec-3a17-47a5-972a-e43d3f39239c","present","","NHMUK:ecatalogue:9264445","","","Murex sp.","","sp.","","",""
