"_id","basisOfRecord","catalogNumber","collectionCode","continent","coordinateUncertaintyInMeters","country","datasetID","decimalLatitude","decimalLongitude","dynamicProperties","fieldNumber","higherGeography","institutionCode","islandGroup","locality","modified","occurrenceID","occurrenceStatus","otherCatalogNumbers","scientificName","specificEpithet","stateProvince","typeStatus","verbatimLatitude","verbatimLongitude"
"80089","Occurrence","BM.58666a","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127862714000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. agate""}","","","NHMUK","","Locality ??","1608732204000","731da6c6-4554-4fb3-bd3f-71fb75249a17","present","NHMUK:ecatalogue:80089","","","","","",""
"82637","Occurrence","BM.60950","MIN","Europe","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863062000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. jasper"", ""identificationDescription"": ""brown jasper cemented with quartz. Parts of a sword handle""}","","Europe","NHMUK","","Guinea, Africa","1608734033000","8840fe26-5c70-4c66-8fe0-b2305d7b8b4d","present","NHMUK:ecatalogue:82637","","","","","",""
"79912","Occurrence","BM.58530","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127862689000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. flint""}","","","NHMUK","","","1608729681000","e73fa0ad-266d-4aaa-8993-915f77cd9fdb","present","NHMUK:ecatalogue:79912","","","","","",""
"79875","Occurrence","BM.58494","MIN","Europe","","Italy","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127862684000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. jasper""}","","Europe; Italy; Sicily","NHMUK","","","1608730837000","2aa10226-f8b2-4ff2-964a-c3235f38ee56","present","NHMUK:ecatalogue:79875","","","Sicily","","",""
"80031","Occurrence","BM.58633","MIN","Europe","","Faroe Islands","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127862705000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. onyx agate""}","","Europe; Faroe Islands","NHMUK","Faroe Islands","","1608741500000","0d130a61-6de6-4530-b173-d14e2bb0b63c","present","NHMUK:ecatalogue:80031","","","","","",""
"79830","Occurrence","BM.58454","MIN","Europe","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127862677000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. rose quartz"", ""identificationDescription"": ""a(sic) polished pebble [2 specimens]""}","200 (?)","Europe","NHMUK","","Tigirezk Mountain, Altai Mountains, Asiatic Russia","1608733977000","720e55ff-6f58-4eca-8b3a-a0debf23e3c6","present","NHMUK:ecatalogue:79830","","","","","",""
"79904","Occurrence","BM.58522","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127862688000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. jasper""}","","","NHMUK","","","1608730594000","32f5618f-6c55-4cad-82aa-a5a88154ff3e","present","NHMUK:ecatalogue:79904","","","","","",""
"82755","Occurrence","BM.61040a","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863078000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Garnet var. almandine""}","","","NHMUK","","unknown","1623074476000","1cdf450d-1f35-4744-9a42-29fba1de2b4a","present","NHMUK:ecatalogue:82755","","","","","",""
"82635","Occurrence","BM.60948a","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863062000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. moss agate""}","","","NHMUK","","unknown","1623074475000","6c4d22a7-f8b0-4809-911e-9691a75c25f3","present","NHMUK:ecatalogue:82635","","","","","",""
"82644","Occurrence","BM.60957","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863063000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. carnelian""}","","","NHMUK","","no locality","1608732122000","0467bc82-43e2-4176-9665-f5f92e86baf7","present","NHMUK:ecatalogue:82644","","","","","",""
"82649","Occurrence","BM.60960","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863064000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. carnelian""}","","","NHMUK","","no locality","1608732122000","f3d0d0f5-544e-4f83-ad0d-02cd697c5daa","present","NHMUK:ecatalogue:82649","","","","","",""
"82558","Occurrence","BM.60886","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863051000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. agate""}","","","NHMUK","","no locality","1608732206000","6540aaaf-8f95-4660-8be5-30e41ea291cf","present","NHMUK:ecatalogue:82558","","","","","",""
"82639","Occurrence","BM.60952","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863063000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. carnelian""}","","","NHMUK","","no locality","1608732122000","26207c50-d092-4d90-a7a0-b1359ad52ddd","present","NHMUK:ecatalogue:82639","","","","","",""
"82672","Occurrence","BM.60969k","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863067000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. jasper""}","","","NHMUK","","no locality","1608732202000","b26361b2-55b8-4088-a4da-634f8151adc4","present","NHMUK:ecatalogue:82672","","","","","",""
"82668","Occurrence","BM.60969g","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863067000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. jasper""}","","","NHMUK","","no locality","1608732202000","90dadcd0-a5b0-4d34-bad9-bfd3e7c80bc2","present","NHMUK:ecatalogue:82668","","","","","",""
"82691","Occurrence","BM.60982a","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863070000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. jasper""}","","","NHMUK","","no locality","1608732203000","32db17c2-ae56-4120-b9f2-35c642e3836d","present","NHMUK:ecatalogue:82691","","","","","",""
"82612","Occurrence","BM.60932","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863059000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. agate jasper""}","","","NHMUK","","no locality","1608732208000","311988da-302f-44dc-86c9-4fa43bf80b4c","present","NHMUK:ecatalogue:82612","","","","","",""
"82581","Occurrence","BM.60909","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863054000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. mocha stone""}","","","NHMUK","","no locality","1608732373000","8f7facf0-5cdf-4368-a097-224869704e01","present","NHMUK:ecatalogue:82581","","","","","",""
"82583","Occurrence","BM.60911","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863055000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. mocha stone""}","","","NHMUK","","no locality","1608732374000","8f412dcf-4db8-4b92-b8af-d882378611f6","present","NHMUK:ecatalogue:82583","","","","","",""
"82557","Occurrence","BM.60885","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863051000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. agate""}","","","NHMUK","","no locality","1608732409000","24aba221-2948-4bbf-ac9c-aae25ce7f170","present","NHMUK:ecatalogue:82557","","","","","",""
"82573","Occurrence","BM.60901","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863053000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. agate""}","","","NHMUK","","no locality","1608732409000","fb5bc8fc-e02a-4625-8935-d6549a14a729","present","NHMUK:ecatalogue:82573","","","","","",""
"82596","Occurrence","BM.60924","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863056000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. agate"", ""identificationDescription"": ""An agate snuff box used by Sir Hans Sloane. Care when opening, still contains \""snuff\"". 89 x 43 x 29 mm.""}","","","NHMUK","","no locality","1608732410000","debdf021-aa22-4665-8193-ddb3b52ff524","present","NHMUK:ecatalogue:82596","","","","","",""
"82559","Occurrence","BM.60887","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863051000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. agate""}","","","NHMUK","","no locality","1608732205000","1048c99a-0dc7-43c5-b90d-724daab03be6","present","NHMUK:ecatalogue:82559","","","","","",""
"82554","Occurrence","BM.60882","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863051000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. agate""}","","","NHMUK","","no locality","1608732408000","ff6d15b0-26eb-4688-8074-55152ff31d54","present","NHMUK:ecatalogue:82554","","","","","",""
"82690","Occurrence","BM.60982","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863070000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. bloodstone"", ""identificationDescription"": ""jasper umbrella handle (section). Sloane 262. Agate cups & c. \""Halfe of another (I.e. jasper handle) wt. yellow and white in it\""; 31 x 17 x 6 mm; 11.831g; Repaired at thicker end""}","","","NHMUK","","no locality","1608732138000","358baa6f-a72e-4906-8263-001f75959962","present","NHMUK:ecatalogue:82690","","","","","",""
"82629","Occurrence","BM.60943","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863061000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. agate"", ""identificationDescription"": ""large agate knife handle. Sloane 94. Agate handles \""A blewish coloured semitransparent hanger or scimiter haft with one large spot with waved white lines. 0:7:6:\""; 122 x 43 x 26 mm.""}","","","NHMUK","","no locality","1608732076000","e401f79a-5eae-4e2a-98e9-db34429891a7","present","NHMUK:ecatalogue:82629","","","","","",""
"82650","Occurrence","BM.60960a","MIN","","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","","","{""created"": 1127863064000, ""subDepartment"": ""Minerals"", ""collectionKind"": ""Minerals"", ""donorName"": ""Sir Hans Sloane collection"", ""identificationAsRegistered"": ""Quartz var. carnelian""}","","","NHMUK","","no locality","1608732123000","040f137a-d8f0-4dea-bfa7-57b6070a81a9","present","NHMUK:ecatalogue:82650","","","","","",""
