"_id","basisOfRecord","catalogNumber","class","collectionCode","continent","coordinateUncertaintyInMeters","country","datasetID","dynamicProperties","family","fieldNumber","genus","higherClassification","higherGeography","identifiedBy","institutionCode","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","phylum","recordNumber","recordedBy","scientificName","scientificNameAuthorship","specificEpithet","stateProvince","year"
"4708664","Occurrence","BM000815635","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906170000, ""gbifID"": ""1056819602"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Trachelospermum asiaticum (Siebold & Zucc.) Nakai"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Apocynaceae","s.n.","Trachelospermum","Apocynaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633529000","2bd38dd1-70c1-4ad1-9d0f-f159d31e3d19","present","","NHMUK:ecatalogue:4708664","","s.n.","Engelbert Kaempfer","Trachelospermum asiaticum (Siebold & Zucc.) Nakai","(Siebold & Zucc.) Nakai","asiaticum","","1691 - 1692"
"4708469","Occurrence","BM000815440","Liliopsida","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906148000, ""gbifID"": ""1057600276"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Acorus gramineus Solander ex Aiton"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Acoraceae","s.n.","Acorus","Magnoliophyta; Liliopsida; Alismatales; Acoraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633528000","513d44b9-45cc-4b4e-a1f4-f99c74bedba7","present","Alismatales","NHMUK:ecatalogue:4708469","Magnoliophyta","s.n.","Engelbert Kaempfer","Acorus gramineus Solander ex Aiton","Solander ex Aiton","gramineus","","1691 - 1692"
"4708604","Occurrence","BM000815575","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906163000, ""gbifID"": ""1057297572"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Stachyurus praecox Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Stachyuraceae","s.n.","Stachyurus","Stachyuraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633517000","ad7af52f-d5ea-44ee-a33f-5f6f9f8d2b09","present","","NHMUK:ecatalogue:4708604","","s.n.","Engelbert Kaempfer","Stachyurus praecox Siebold & Zucc.","Siebold & Zucc.","praecox","","1691 - 1692"
"4708411","Occurrence","BM000815382","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906141000, ""gbifID"": ""1057000298"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhododendron kaempferi Planch."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 4}","Ericaceae","s.n.","Rhododendron","Ericaceae","Asia; Japan","A Miyazawa","NHMUK","1619633539000","eb4c0dce-1421-4245-9146-7b32ed0bc95d","present","","NHMUK:ecatalogue:4708411","","s.n.","Engelbert Kaempfer","Rhododendron kaempferi Planch.","Planch.","kaempferi","","1691 - 1692"
"4708406","Occurrence","BM000815377","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906141000, ""gbifID"": ""1056505402"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Aristolochia kaempferi Willd."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Aristolochiaceae","s.n.","Aristolochia","Aristolochiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633540000","093ce42c-e9db-4ef0-971e-a97dcf61fe8f","present","","NHMUK:ecatalogue:4708406","","s.n.","Engelbert Kaempfer","Aristolochia kaempferi Willd.","Willd.","kaempferi","","1691 - 1692"
"4708416","Occurrence","BM000815387","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906142000, ""gbifID"": ""1056669230"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633531000","acf59c0f-050d-43b3-9f2c-4d0f7cf3144f","present","","NHMUK:ecatalogue:4708416","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708428","Occurrence","BM000815399","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906143000, ""gbifID"": ""1056994435"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Pulsatilla cernua (Thunb.) Bercht. & Opiz."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Ranunculaceae","s.n.","Pulsatilla","Magnoliophyta; Ranunculales; Ranunculaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633506000","6fb29dfd-826c-4d7f-9a94-7e994a223abe","present","Ranunculales","NHMUK:ecatalogue:4708428","Magnoliophyta","s.n.","Engelbert Kaempfer","Pulsatilla cernua (Thunb.) Bercht. & Opiz.","(Thunb.) Bercht. & Opiz.","cernua","","1691 - 1692"
"4708440","Occurrence","BM000815411","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906145000, ""gbifID"": ""1055681634"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Serissa foetida (L.f.) Lam."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Rubiaceae","s.n.","Serissa","Rubiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633513000","85214f68-380d-432b-b5c8-0ae519d449f0","present","","NHMUK:ecatalogue:4708440","","s.n.","Engelbert Kaempfer","Serissa foetida (L.f.) Lam.","(L.f.) Lam.","foetida","","1691 - 1692"
"4708442","Occurrence","BM000815413","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906145000, ""gbifID"": ""1055480268"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Saxifraga stolonifera Curtis"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Saxifragaceae","s.n.","Saxifraga","Saxifragaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633514000","924545d8-17ab-48e8-bf3c-a8a125c16739","present","","NHMUK:ecatalogue:4708442","","s.n.","Engelbert Kaempfer","Saxifraga stolonifera Curtis","Curtis","stolonifera","","1691 - 1692"
"4708433","Occurrence","BM000815404","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906144000, ""gbifID"": ""1056692552"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633539000","df2a16b8-b4b4-41d8-97c6-792681c17c00","present","","NHMUK:ecatalogue:4708433","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708427","Occurrence","BM000815398","Liliopsida","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906143000, ""gbifID"": ""1055304209"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Poaceae Barnhart"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Poaceae","s.n.","","Magnoliophyta; Liliopsida; Poales; Poaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633506000","83945495-2550-496a-b4c2-ba11af3b26bc","present","Poales","NHMUK:ecatalogue:4708427","Magnoliophyta","s.n.","Engelbert Kaempfer","Poaceae Barnhart","Barnhart","","","1691 - 1692"
"4708408","Occurrence","BM000815379","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906141000, ""gbifID"": ""1056030204"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633538000","6ae197a6-9570-4efe-a359-f3e5ee803a3a","present","","NHMUK:ecatalogue:4708408","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708510","Occurrence","BM000815481","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906152000, ""gbifID"": ""1056274288"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1627922694000","4b90abc8-0df8-4987-939e-146b02e7cb62","present","","NHMUK:ecatalogue:4708510","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708593","Occurrence","BM000815564","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906162000, ""gbifID"": ""1056222120"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633506000","116a61a0-0121-4780-9056-d4bd9acb4d44","present","","NHMUK:ecatalogue:4708593","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708778","Occurrence","BM000815751","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906182000, ""gbifID"": ""1055451324"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Juniperus rigida Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Cupressaceae","s.n.","Juniperus","Cupressales; Cupressaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633524000","612e42e3-d2c5-456e-be35-cbc90b51a70f","present","Cupressales","NHMUK:ecatalogue:4708778","","s.n.","Engelbert Kaempfer","Juniperus rigida Siebold & Zucc.","Siebold & Zucc.","rigida","","1691 - 1692"
"4708750","Occurrence","BM000815723","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906179000, ""gbifID"": ""1055464896"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Juniperus rigida Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Cupressaceae","s.n.","Juniperus","Cupressales; Cupressaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633521000","6648664d-5fbd-4f66-b275-4e5c6e43e77a","present","Cupressales","NHMUK:ecatalogue:4708750","","s.n.","Engelbert Kaempfer","Juniperus rigida Siebold & Zucc.","Siebold & Zucc.","rigida","","1691 - 1692"
"4708632","Occurrence","BM000815603","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906166000, ""gbifID"": ""1055815120"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Peucedanum terebinthaceum (Fisch. ex Trevir.) Fisch. ex Turcz."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Apiaceae","s.n.","Peucedanum","Apiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619668291000","3256f2bf-6024-4d0f-87d7-1acebac1c354","present","","NHMUK:ecatalogue:4708632","","s.n.","Engelbert Kaempfer","Peucedanum terebinthaceum (Fisch. ex Trevir.) Fisch. ex Turcz.","(Fisch. ex Trevir.) Fisch. ex Turcz.","terebinthaceum","","1691 - 1692"
"4708669","Occurrence","BM000815640","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906170000, ""gbifID"": ""1055391766"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ilex latifolia Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Aquifoliaceae","s.n.","Ilex","Aquifoliaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633524000","cead7dec-aa67-44c8-9d40-d46bf8ab1c25","present","","NHMUK:ecatalogue:4708669","","s.n.","Engelbert Kaempfer","Ilex latifolia Thunb.","Thunb.","latifolia","","1691 - 1692"
"4708591","Occurrence","BM000815562","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906162000, ""gbifID"": ""1055604719"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633506000","0584d41c-0083-4ca3-a449-e3b363e6983c","present","","NHMUK:ecatalogue:4708591","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708544","Occurrence","BM000815515","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906156000, ""gbifID"": ""1057525651"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhododendron tamurae (Makino) Massam"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Ericaceae","s.n.","Rhododendron","Ericaceae","Asia; Japan","A Miyazawa","NHMUK","1627922694000","d53131ff-b4c2-4ae9-8a81-f617c8f8cf03","present","","NHMUK:ecatalogue:4708544","","s.n.","Engelbert Kaempfer","Rhododendron tamurae (Makino) Massam","(Makino) Massam","tamurae","","1691 - 1692"
"4708715","Occurrence","BM000815688","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906175000, ""gbifID"": ""1056066691"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Pinus parviflora Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Pinaceae","s.n.","Pinus","Pinales; Pinaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633521000","b2e202df-fe1a-46ff-aa1a-623eef6ebd07","present","Pinales","NHMUK:ecatalogue:4708715","","s.n.","Engelbert Kaempfer","Pinus parviflora Siebold & Zucc.","Siebold & Zucc.","parviflora","","1691 - 1692"
"4708391","Occurrence","BM000815362","Liliopsida","BOT","Asia","718.4550916","Iran","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906139000, ""gbifID"": ""1057134451"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Orchidaceae Juss."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Orchidaceae","s.n.","","Magnoliophyta; Liliopsida; Asparagales; Orchidaceae","Asia; Iran","P.-A. Hinz","NHMUK","1629109476000","95b5a562-c0c8-4bf9-bcbd-f7d047b33636","present","Asparagales","NHMUK:ecatalogue:4708391","Magnoliophyta","s.n.","Engelbert Kaempfer","Orchidaceae Juss.","Juss.","","","1691 - 1692"
"4708548","Occurrence","BM000815519","","BOT","Asia","718.4550916","Iran","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906156000, ""gbifID"": ""1056525673"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Iran","","NHMUK","1619633508000","667ecab7-06dd-4415-b7c1-807c0b24adaa","present","","NHMUK:ecatalogue:4708548","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708581","Occurrence","BM000815552","","BOT","Asia","718.4550916","Iran","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906161000, ""gbifID"": ""1056379945"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Iran","","NHMUK","1619633508000","13f2c7d0-17a1-4a24-8e9b-e658f15b5a05","present","","NHMUK:ecatalogue:4708581","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708607","Occurrence","BM000815578","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906164000, ""gbifID"": ""1056241795"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Myrica rubra (Lour.) Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Myricaceae","s.n.","Myrica","Fagales; Myricaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633530000","f3341430-28d5-48ba-92c1-cded1986638d","present","Fagales","NHMUK:ecatalogue:4708607","","s.n.","Engelbert Kaempfer","Myrica rubra (Lour.) Siebold & Zucc.","(Lour.) Siebold & Zucc.","rubra","","1691 - 1692"
"4708704","Occurrence","BM000815677","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906174000, ""gbifID"": ""1056831715"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Eurya emarginata (Thunb.) Makino"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Theaceae","s.n.","Eurya","Theaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633516000","927b6e82-96e1-4568-9dc2-07987d82773c","present","","NHMUK:ecatalogue:4708704","","s.n.","Engelbert Kaempfer","Eurya emarginata (Thunb.) Makino","(Thunb.) Makino","emarginata","","1691 - 1692"
"4708706","Occurrence","BM000815679","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906174000, ""gbifID"": ""1056217319"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633516000","3950ed31-e027-4c95-849c-4dc12e3d1d6f","present","","NHMUK:ecatalogue:4708706","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708716","Occurrence","BM000815689","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906176000, ""gbifID"": ""1057094187"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Deutzia crenata Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Hydrangeaceae","s.n.","Deutzia","Hydrangeaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633521000","9874138c-aa64-4b75-a403-1dc7329851a3","present","","NHMUK:ecatalogue:4708716","","s.n.","Engelbert Kaempfer","Deutzia crenata Thunb.","Thunb.","crenata","","1691 - 1692"
"4708742","Occurrence","BM000815715","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906178000, ""gbifID"": ""1056657133"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhus succedanea L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Anacardiaceae","s.n.","Rhus","Anacardiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633511000","9e47c794-689e-41e2-83cf-b203ca8c2c86","present","","NHMUK:ecatalogue:4708742","","s.n.","Engelbert Kaempfer","Rhus succedanea L.","L.","succedanea","","1691 - 1692"
"4708614","Occurrence","BM000815585","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906164000, ""gbifID"": ""1057616591"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633525000","f9fd1cd9-bcc8-453e-ad15-b01d987a27e6","present","","NHMUK:ecatalogue:4708614","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708531","Occurrence","BM000815502","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906154000, ""gbifID"": ""1056815317"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhus succedanea L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Anacardiaceae","s.n.","Rhus","Anacardiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633515000","dad6ea51-b3d6-4d64-98ac-2e0ee5ac1675","present","","NHMUK:ecatalogue:4708531","","s.n.","Engelbert Kaempfer","Rhus succedanea L.","L.","succedanea","","1691 - 1692"
"4708766","Occurrence","BM000815739","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906181000, ""gbifID"": ""1057553031"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Pieris japonica (Thunb.) D.Don"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Ericaceae","s.n.","Pieris","Ericaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633509000","7ef9438c-2db1-4f16-9b9a-a46fb769c6fc","present","","NHMUK:ecatalogue:4708766","","s.n.","Engelbert Kaempfer","Pieris japonica (Thunb.) D.Don","(Thunb.) D.Don","japonica","","1691 - 1692"
"4708514","Occurrence","BM000815485","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906152000, ""gbifID"": ""1056712497"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Magnolia kobus DC."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Magnoliaceae","s.n.","Magnolia","Magnoliaceae","Asia; Japan","James Edgar Dandy","NHMUK","1619633517000","9f5a7bd8-f402-40c6-b60d-f1c637560627","present","","NHMUK:ecatalogue:4708514","","s.n.","Engelbert Kaempfer","Magnolia kobus DC.","DC.","kobus","","1691 - 1692"
"4708491","Occurrence","BM000815462","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906150000, ""gbifID"": ""1055430187"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhus verniciflua Stokes"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Anacardiaceae","s.n.","Rhus","Anacardiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633509000","467891a3-a55b-4cb1-a952-5d347bce2819","present","","NHMUK:ecatalogue:4708491","","s.n.","Engelbert Kaempfer","Rhus verniciflua Stokes","Stokes","verniciflua","","1691 - 1692"
