"_id","basisOfRecord","catalogNumber","class","collectionCode","continent","coordinateUncertaintyInMeters","country","datasetID","dynamicProperties","family","fieldNumber","genus","higherClassification","higherGeography","identifiedBy","institutionCode","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","phylum","recordNumber","recordedBy","scientificName","scientificNameAuthorship","specificEpithet","stateProvince","year"
"4708672","Occurrence","BM000815643","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906171000, ""gbifID"": ""1056692307"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Amelanchier asiatica (Siebold & Zucc.) Endl."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Rosaceae","s.n.","Amelanchier","Rosales; Rosaceae","Asia; Japan","P.-A. Hinz","NHMUK","1645205077000","30d7cf4a-5a0f-4871-aaea-50f8e6ffb793","present","Rosales","NHMUK:ecatalogue:4708672","","s.n.","Engelbert Kaempfer","Amelanchier asiatica (Siebold & Zucc.) Endl.","(Siebold & Zucc.) Endl.","asiatica","","1691 - 1692"
"4708738","Occurrence","BM000815711","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906178000, ""gbifID"": ""1056405515"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rosaceae Juss."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Rosaceae","s.n.","","Rosales; Rosaceae","Asia; Japan","P.-A. Hinz","NHMUK","1645211661000","c93542ca-bd30-455e-8ba2-ab58f55c320f","present","Rosales","NHMUK:ecatalogue:4708738","","s.n.","Engelbert Kaempfer","Rosaceae Juss.","Juss.","","","1691 - 1692"
"4708599","Occurrence","BM000815570","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906163000, ""gbifID"": ""1055384064"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rosaceae Juss."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Rosaceae","s.n.","","Rosales; Rosaceae","Asia; Japan","P.-A. Hinz","NHMUK","1645211663000","f086bd32-4fc8-461d-8c7a-aeaedc7426fc","present","Rosales","NHMUK:ecatalogue:4708599","","s.n.","Engelbert Kaempfer","Rosaceae Juss.","Juss.","","","1691 - 1692"
"4708600","Occurrence","BM000815571","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906163000, ""gbifID"": ""1056648904"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Spiraea prunifolia Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Rosaceae","s.n.","Spiraea","Rosales; Rosaceae","Asia; Japan","P.-A. Hinz","NHMUK","1645211658000","48f0cd2d-875a-4c77-beb7-aaf1ace0a24e","present","Rosales","NHMUK:ecatalogue:4708600","","s.n.","Engelbert Kaempfer","Spiraea prunifolia Siebold & Zucc.","Siebold & Zucc.","prunifolia","","1691 - 1692"
"4708545","Occurrence","BM000815516","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906156000, ""gbifID"": ""1056598482"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Spiraea prunifolia Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Rosaceae","s.n.","Spiraea","Rosales; Rosaceae","Asia; Japan","P.-A. Hinz","NHMUK","1645207260000","f63c647b-3c85-420d-bfec-af2f090397ef","present","Rosales","NHMUK:ecatalogue:4708545","","s.n.","Engelbert Kaempfer","Spiraea prunifolia Siebold & Zucc.","Siebold & Zucc.","prunifolia","","1691 - 1692"
"4708451","Occurrence","BM000815422","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906146000, ""gbifID"": ""1056348638"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Kerria japonica (L.) DC."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Rosaceae","s.n.","Kerria","Rosales; Rosaceae","Asia; Japan","P.-A. Hinz","NHMUK","1645205298000","b2f316bc-12a1-4d63-894d-a91dc6bdff29","present","Rosales","NHMUK:ecatalogue:4708451","","s.n.","Engelbert Kaempfer","Kerria japonica (L.) DC.","(L.) DC.","japonica","","1691 - 1692"
"4708449","Occurrence","BM000815420","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906145000, ""gbifID"": ""1056693633"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Kerria japonica (L.) DC."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Rosaceae","s.n.","Kerria","Rosales; Rosaceae","Asia; Japan","P.-A. Hinz","NHMUK","1645205298000","3fc49aa7-412d-4560-bfa1-8917e24f4c60","present","Rosales","NHMUK:ecatalogue:4708449","","s.n.","Engelbert Kaempfer","Kerria japonica (L.) DC.","(L.) DC.","japonica","","1691 - 1692"
"4708429","Occurrence","BM000815400","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906143000, ""gbifID"": ""1056106607"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Kerria japonica (L.) DC."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Rosaceae","s.n.","Kerria","Rosales; Rosaceae","Asia; Japan","P.-A. Hinz","NHMUK","1645205297000","bb3101dc-3232-4144-91ac-29f5b52ab867","present","Rosales","NHMUK:ecatalogue:4708429","","s.n.","Engelbert Kaempfer","Kerria japonica (L.) DC.","(L.) DC.","japonica","","1691 - 1692"
"4708398","Occurrence","BM000815369","","BOT","Asia","144.781478","Sri Lanka","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906140000, ""gbifID"": ""1055963169"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Spiraea cantoniensis Lour."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Rosaceae","s.n.","Spiraea","Rosales; Rosaceae","Asia; Sri Lanka","P.-A. Hinz","NHMUK","1645207220000","8ea954dd-6181-491b-951c-2b33a30cc5b8","present","Rosales","NHMUK:ecatalogue:4708398","","s.n.","Engelbert Kaempfer","Spiraea cantoniensis Lour.","Lour.","cantoniensis","","1691 - 1692"
"4708666","Occurrence","BM000815637","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906170000, ""gbifID"": ""1056262064"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rubus L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Rosaceae","s.n.","Rubus","Rosales; Rosaceae","Asia; Japan","P.-A. Hinz","NHMUK","1645206730000","61698c79-322a-4530-81a7-6a5ea8757f71","present","Rosales","NHMUK:ecatalogue:4708666","","s.n.","Engelbert Kaempfer","Rubus L.","L.","","","1691 - 1692"
"4708660","Occurrence","BM000815631","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906169000, ""gbifID"": ""1056385032"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Kerria japonica (L.) DC."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Rosaceae","s.n.","Kerria","Rosales; Rosaceae","Asia; Japan","P.-A. Hinz","NHMUK","1645211662000","329b2058-b96c-4aea-9008-c9e751975175","present","Rosales","NHMUK:ecatalogue:4708660","","s.n.","Engelbert Kaempfer","Kerria japonica (L.) DC.","(L.) DC.","japonica","","1691 - 1692"
"4708760","Occurrence","BM000815733","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906180000, ""gbifID"": ""1055646005"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Caesalpinia japonica Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Fabaceae","s.n.","Caesalpinia","Fabales; Fabaceae; Caesalpinioideae","Asia; Japan","P.-A. Hinz","NHMUK","1643376360000","7f4a0d7a-8256-451d-ac19-8f1d93872b04","present","Fabales","NHMUK:ecatalogue:4708760","","s.n.","Engelbert Kaempfer","Caesalpinia japonica Siebold & Zucc.","Siebold & Zucc.","japonica","","1691 - 1692"
"4708565","Occurrence","BM000815536","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906158000, ""gbifID"": ""1055496922"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Hypericum monogynum L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Hypericaceae","s.n.","Hypericum","Malpighiales; Hypericaceae","Asia; Japan","Norman Robson","NHMUK","1643367815000","801a3bb9-2a34-49e1-b3e3-d395a057d4bf","present","Malpighiales","NHMUK:ecatalogue:4708565","","s.n.","Engelbert Kaempfer","Hypericum monogynum L.","L.","monogynum","","1691 - 1692"
"4708726","Occurrence","BM000815699","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906177000, ""gbifID"": ""1056745809"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Caesalpinia japonica Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Fabaceae","s.n.","Caesalpinia","Fabales; Fabaceae; Caesalpinioideae","Asia; Japan","P.-A. Hinz","NHMUK","1643376360000","372e3b71-c54e-49de-b145-ae2ac08a1d70","present","Fabales","NHMUK:ecatalogue:4708726","","s.n.","Engelbert Kaempfer","Caesalpinia japonica Siebold & Zucc.","Siebold & Zucc.","japonica","","1691 - 1692"
"4708448","Occurrence","BM000815419","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906145000, ""gbifID"": ""1055320263"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Gleditsia japonica Miq."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Fabaceae","s.n.","Gleditsia","Fabales; Fabaceae; Caesalpinioideae","Asia; Japan","P.-A. Hinz","NHMUK","1643376764000","74a89d34-37ac-4201-b250-052dbf2d6163","present","Fabales","NHMUK:ecatalogue:4708448","","s.n.","Engelbert Kaempfer","Gleditsia japonica Miq.","Miq.","japonica","","1691 - 1692"
"4708724","Occurrence","BM000815697","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906176000, ""gbifID"": ""1056636732"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Gnaphalium japonicum Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Asteraceae","s.n.","Gnaphalium","Asterales; Asteraceae","Asia; Japan","P.-A. Hinz","NHMUK","1641993258000","d8630e63-263a-4815-a7cd-a45c24da4339","present","Asterales","NHMUK:ecatalogue:4708724","","s.n.","Engelbert Kaempfer","Gnaphalium japonicum Thunb.","Thunb.","japonicum","","1691 - 1692"
"4708723","Occurrence","BM000815696","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906176000, ""gbifID"": ""1056351970"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Artemisia indica Willd."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Asteraceae","s.n.","Artemisia","Asterales; Asteraceae","Asia; Japan","P.-A. Hinz","NHMUK","1641993883000","04c8e3cb-dc3a-4df5-9ba8-661186fdc4e4","present","Asterales","NHMUK:ecatalogue:4708723","","s.n.","Engelbert Kaempfer","Artemisia indica Willd.","Willd.","indica","","1691 - 1692"
"4708505","Occurrence","BM000815476","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906151000, ""gbifID"": ""1057025863"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Asteraceae","s.n.","Indet.","Asterales; Asteraceae","Asia; Japan","P.-A. Hinz","NHMUK","1641986024000","7fe3b8d2-ae96-4ee2-8eb1-452ecef6abad","present","Asterales","NHMUK:ecatalogue:4708505","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708487","Occurrence","BM000815458","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906150000, ""gbifID"": ""1055329038"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Eupatorium fortunei Turcz."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Asteraceae","s.n.","Eupatorium","Asterales; Asteraceae","Asia; Japan","P.-A. Hinz","NHMUK","1641987911000","6fe63bfd-2657-4b81-b465-8f46e5f8a43f","present","Asterales","NHMUK:ecatalogue:4708487","","s.n.","Engelbert Kaempfer","Eupatorium fortunei Turcz.","Turcz.","fortunei","","1691 - 1692"
"4708439","Occurrence","BM000815410","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906144000, ""gbifID"": ""1057042944"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Asteraceae","s.n.","Indet.","Asterales; Asteraceae","Asia; Japan","P.-A. Hinz","NHMUK","1641986024000","4dadce28-f590-46b5-b624-393bd1c8c677","present","Asterales","NHMUK:ecatalogue:4708439","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708570","Occurrence","BM000815541","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906160000, ""gbifID"": ""1056810980"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Sophora japonica L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Fabaceae","s.n.","Sophora","Fabales; Fabaceae; Papilionoideae","Asia; Japan","P.-A. Hinz","NHMUK","1643382297000","6cbdd131-4378-4cd4-bc0f-7a559981784f","present","Fabales","NHMUK:ecatalogue:4708570","","s.n.","Engelbert Kaempfer","Sophora japonica L.","L.","japonica","","1691 - 1692"
"4708587","Occurrence","BM000815558","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906161000, ""gbifID"": ""1056366239"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Quercus glauca Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Fagaceae","s.n.","Quercus","Fagales; Fagaceae","Asia; Japan","P.-A. Hinz","NHMUK","1646152363000","f600f3af-dfdf-48a4-b739-0a419c0ea67a","present","Fagales","NHMUK:ecatalogue:4708587","","s.n.","Engelbert Kaempfer","Quercus glauca Thunb.","Thunb.","glauca","","1691 - 1692"
"4708588","Occurrence","BM000815559","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906162000, ""gbifID"": ""1055878942"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Quercus acuta Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Fagaceae","s.n.","Quercus","Fagales; Fagaceae","Asia; Japan","P.-A. Hinz","NHMUK","1646152269000","7d866bd9-0dcd-45c6-951c-06981afac4c6","present","Fagales","NHMUK:ecatalogue:4708588","","s.n.","Engelbert Kaempfer","Quercus acuta Thunb.","Thunb.","acuta","","1691 - 1692"
"4708584","Occurrence","BM000815555","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906161000, ""gbifID"": ""1056096097"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Castanopsis cuspidata (Thunb.) Schottky"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Fagaceae","s.n.","Castanopsis","Fagales; Fagaceae","Asia; Japan","P.-A. Hinz","NHMUK","1646152178000","65f170df-4cfe-42e9-9410-e19ba1819e63","present","Fagales","NHMUK:ecatalogue:4708584","","s.n.","Engelbert Kaempfer","Castanopsis cuspidata (Thunb.) Schottky","(Thunb.) Schottky","cuspidata","","1691 - 1692"
"4708677","Occurrence","BM000815648","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906171000, ""gbifID"": ""1057407390"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Quercus glauca Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Fagaceae","s.n.","Quercus","Fagales; Fagaceae","Asia; Japan","P.-A. Hinz","NHMUK","1646152364000","2f113698-2b18-4197-aa7a-9a15c5fa5ed9","present","Fagales","NHMUK:ecatalogue:4708677","","s.n.","Engelbert Kaempfer","Quercus glauca Thunb.","Thunb.","glauca","","1691 - 1692"
"4708583","Occurrence","BM000815554","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906161000, ""gbifID"": ""1055648497"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Celastrus orbicularis Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Celastraceae","s.n.","Celastrus","Celastrales; Celastraceae","Asia; Japan","P.-A. Hinz","NHMUK","1646219629000","a8696f39-61af-45c2-a65e-43fbb1390b05","present","Celastrales","NHMUK:ecatalogue:4708583","","s.n.","Engelbert Kaempfer","Celastrus orbicularis Thunb.","Thunb.","orbicularis","","1691 - 1692"
"4708569","Occurrence","BM000815540","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906159000, ""gbifID"": ""1055925163"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Euonymus sieboldianus Blume"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Celastraceae","s.n.","Euonymus","Celastrales; Celastraceae","Asia; Japan","P.-A. Hinz","NHMUK","1646219707000","2e34f2a0-823e-4051-97bc-b322df4255df","present","Celastrales","NHMUK:ecatalogue:4708569","","s.n.","Engelbert Kaempfer","Euonymus sieboldianus Blume","Blume","sieboldianus","","1691 - 1692"
"4708549","Occurrence","BM000815520","","BOT","Asia","718.4550916","Iran","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906156000, ""gbifID"": ""1056016846"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_FUZZY""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ficus religiosa L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Moraceae","s.n.","Ficus","Rosales; Moraceae","Asia; Iran","P.-A. Hinz","NHMUK","1645815267000","8159cd0d-da30-45ee-875e-cc346f4d02df","present","Rosales","NHMUK:ecatalogue:4708549","","s.n.","Engelbert Kaempfer","Ficus religiosa L.","L.","religiosa","","1691 - 1692"
"4708787","Occurrence","BM000815760","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906183000, ""gbifID"": ""1057457637"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ziziphus jujuba Mill"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Rhamnaceae","s.n.","Ziziphus","Rosales; Rhamnaceae","Asia; Japan","P.-A. Hinz","NHMUK","1645813004000","f589fc27-86e7-4310-b0d0-2063e33419e8","present","Rosales","NHMUK:ecatalogue:4708787","","s.n.","Engelbert Kaempfer","Ziziphus jujuba Mill","Mill","jujuba","","1691 - 1692"
"4708394","Occurrence","BM000815365","","BOT","Asia","144.781478","Sri Lanka","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906140000, ""gbifID"": ""1057360402"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ficus L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Moraceae","s.n.","Ficus","Rosales; Moraceae","Asia; Sri Lanka","P.-A. Hinz","NHMUK","1645815014000","af3cb62f-65a5-486b-bd44-c4e0c03524c1","present","Rosales","NHMUK:ecatalogue:4708394","","s.n.","Engelbert Kaempfer","Ficus L.","L.","","","1691 - 1692"
"4708671","Occurrence","BM000815642","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906171000, ""gbifID"": ""1056613880"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ficus pumila L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Moraceae","s.n.","Ficus","Rosales; Moraceae","Asia; Japan","P.-A. Hinz","NHMUK","1645815240000","921266ce-712d-4c6e-ab32-83045593aa6e","present","Rosales","NHMUK:ecatalogue:4708671","","s.n.","Engelbert Kaempfer","Ficus pumila L.","L.","pumila","","1691 - 1692"
"4708518","Occurrence","BM000815489","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906153000, ""gbifID"": ""1057355252"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ziziphus jujuba Mill"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Rhamnaceae","s.n.","Ziziphus","Rosales; Rhamnaceae","Asia; Japan","P.-A. Hinz","NHMUK","1645813004000","b7b11f33-16ae-4aca-b03b-db7c6c139d42","present","Rosales","NHMUK:ecatalogue:4708518","","s.n.","Engelbert Kaempfer","Ziziphus jujuba Mill","Mill","jujuba","","1691 - 1692"
"4708751","Occurrence","BM000815724","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906179000, ""gbifID"": ""1056352436"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Aucuba japonica Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Aucubaceae","s.n.","Aucuba","Garryales; Aucubaceae","Asia; Japan","P.-A. Hinz","NHMUK","1645465498000","3e5e8aab-5f09-4497-911b-e083214116fb","present","Garryales","NHMUK:ecatalogue:4708751","","s.n.","Engelbert Kaempfer","Aucuba japonica Thunb.","Thunb.","japonica","","1691 - 1692"
"4708418","Occurrence","BM000815389","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906142000, ""gbifID"": ""1057250428"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ilex L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Aquifoliaceae","s.n.","Ilex","Aquifoliaceae","Asia; Japan","P.-A. Hinz","NHMUK","1646673566000","8015b95f-e5b3-44cf-8ae3-c66d1a3f376d","present","","NHMUK:ecatalogue:4708418","","s.n.","Engelbert Kaempfer","Ilex L.","L.","","","1691 - 1692"
