"_id","basisOfRecord","catalogNumber","class","collectionCode","datasetID","dynamicProperties","family","genus","higherClassification","institutionCode","kingdom","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","phylum","scientificName","scientificNameAuthorship","specificEpithet"
"6512008","Occurrence","GERM 604.d","Mammalia","ZOO","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1450695091000, ""gbifID"": ""1919852328"", ""subDepartment"": ""LS Mammals"", ""registrationCode"": ""MAEA"", ""donorName"": ""Sir Hans Sloane"", ""determinationNames"": ""Bubalus bubalis Linnaeus, 1758"", ""determinationFiledAs"": ""Yes""}","Bovidae","Bubalus","Animalia; Chordata; Vertebrata; Mammalia; Artiodactyla; Bovidae; Bovinae","NHMUK","Animalia","1612321298000","467cfa5b-8a36-4978-a1cd-88ae47a1b28a","present","Artiodactyla","NHMUK:ecatalogue:6512008","Chordata","Bubalus bubalis Linnaeus, 1758","Linnaeus, 1758","bubalis"
