"_id","basisOfRecord","catalogNumber","class","collectionCode","datasetID","dynamicProperties","family","genus","higherClassification","individualCount","institutionCode","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","scientificName","scientificNameAuthorship","specificEpithet","typeStatus"
"2535769","Occurrence","1971.7.16.2","Actinopterygii","ZOO","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1056098059000, ""gbifID"": ""1056495483"", ""barcode"": ""013155382"", ""preservative"": ""IMS 70%"", ""subDepartment"": ""LS Fish"", ""registrationCode"": ""PI03"", ""kindOfObject"": ""Spirit"", ""donorName"": ""Sloane Museum"", ""determinationNames"": [""Micropus unipinna Gray, 1831"", ""Caracanthus unipinna (Gray, 1831)""], ""determinationFiledAs"": [""Yes"", ""No""], ""associatedMediaCount"": 1}","Caracanthidae","Micropus","Actinopterygii; Scorpaeniformes; Scorpaenoidei; Caracanthidae","1","NHMUK","1641299026000","1194c09c-cf17-4d73-b2fc-15dda36b3c57","present","Scorpaeniformes","NHMUK:ecatalogue:2535769","Micropus unipinna Gray, 1831","Gray, 1831","unipinna","HOLOTYPE"
